Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move psyshock to slowbrogalar
Success: Added move toxic to slowbrogalar
Success: Added move psybeam to slowbrogalar
Success: Added move mudshot to slowbrogalar
Success: Added move headbutt to slowbrogalar
Success: Added move irondefense to slowbrogalar
Success: Added move lightscreen to slowbrogalar
Success: Added move surf to slowbrogalar
Success: Added move powergem to slowbrogalar
Success: Added move helpinghand to slowbrogalar
Success: Added move amnesia to slowking
Success: Added move icebeam to slowbrogalar
Success: Added move protect to slowbrogalar
Success: Added move sleeptalk to slowbrogalar
Success: Added move icefang to slowbrogalar
Success: Added move storedpower to slowbrogalar
Success: Added move whirlpool to slowbrogalar
Success: Added move skillswap to slowbrogalar
Success: Added move sludgebomb to slowbrogalar
Success: Added move sandstorm to slowbrogalar
Success: Added move zenheadbutt to slowbrogalar
Success: Added move takedown to slowbrogalar
Success: Added move shellsidearm to slowbrogalar
Success: Added move smackdown to slowbrogalar
Success: Added move liquidation to slowbrogalar
Success: Added move terablast to slowbrogalar
Success: Added move metronome to slowbrogalar
Success: Added move raindance to slowbrogalar
Success: Added move venoshock to slowbrogalar
Success: Added move growl to slowbrogalar
Success: Added move psychicterrain to slowbrogalar
Success: Added move waterfall to slowbrogalar
Success: Added move poisonjab to slowbrogalar
Success: Added move healpulse to slowbrogalar
Success: Added move rockblast to slowbrogalar
Success: Added move withdraw to slowbrogalar
Success: Added move grassknot to slowbrogalar
Success: Added move avalanche to slowking
Success: Added move icepunch to slowbrogalar
Success: Added move weatherball to slowbrogalar
Success: Added move scaryface to slowbrogalar
Success: Added move trickroom to slowbrogalar
Success: Added move icywind to slowbrogalar
Success: Added move shadowball to slowbrogalar
Success: Added move whirlpool to slowpokegalar
Success: Added move thunderwave to slowbrogalar
Success: Added move substitute to slowbrogalar
Success: Added move sunnyday to slowbrogalar
Success: Added move sludgewave to slowbrogalar
Success: Added move amnesia to slowbro
Success: Added move imprison to slowbrogalar
Success: Added move slackoff to slowbrogalar
Success: Added move swift to slowbrogalar
Success: Added move disable to slowbro
Success: Added move snowscape to slowbrogalar
Success: Added move earthquake to slowbro
Success: Added move trick to slowbrogalar
Success: Added move bulldoze to slowking
Success: Added move waterpulse to slowbrogalar
Success: Added move gunkshot to slowbrogalar
Success: Added move nastyplot to slowbrogalar
Success: Added move bodyslam to slowking
Success: Added move brickbreak to slowking
Success: Added move disable to slowking
Success: Added move earthquake to slowking
Success: Added move confusion to slowking
Success: Added move drainpunch to slowking
Success: Added move calmmind to slowking
Success: Added move endure to slowking
Success: Added move blizzard to slowking
Success: Added move dig to slowbro
Success: Added move curse to slowking
Success: Added move chillyreception to slowking
Success: Added move dig to slowking
Success: Added move flamethrower to slowking
Success: Added move focusblast to slowking
Success: Added move facade to slowking
Success: Added move firepunch to slowking
Success: Added move foulplay to slowking
Success: Added move expandingforce to slowking
Success: Added move fling to slowking
Success: Added move focuspunch to slowking
Success: Added move fireblast to slowking
Success: Added move futuresight to slowking
Success: Added move grassknot to slowking
Success: Added move headbutt to slowking
Success: Added move gigaimpact to slowking
Success: Added move hydropump to slowking
Success: Added move skillswap to slowbro
Success: Added move icywind to slowking
Success: Added move icepunch to slowking
Success: Added move icebeam to slowking
Success: Added move hyperbeam to slowking
Success: Added move helpinghand to slowking
Success: Added move healpulse to slowking
Success: Added move thunderwave to slowbro
Success: Added move muddywater to slowbro
Success: Added move liquidation to slowking
Success: Added move lightscreen to slowking
Success: Added move imprison to slowking
Success: Added move metronome to slowking
Success: Added move psychicterrain to slowbro
Success: Added move nastyplot to slowking
Success: Added move facade to slowbro
Success: Added move reflect to slowking
Success: Added move psybeam to slowking
Success: Added move psychic to slowking
Success: Added move grassknot to slowbro
Success: Added move protect to slowking
Success: Added move raindance to slowking
Success: Added move psychup to slowking
Success: Added move psychicnoise to slowking
Success: Added move psychicterrain to slowking
Success: Added move rockslide to slowking
Success: Added move fling to slowbro
Success: Added move flamethrower to slowbro
Success: Added move icepunch to slowbro
Success: Added move scald to slowking
Success: Added move shadowball to slowking
Success: Added move storedpower to slowking
Success: Added move snowscape to slowking
Success: Added move slackoff to slowking
Success: Added move takedown to slowbro
Success: Added move sunnyday to slowking
Success: Added move metronome to slowbro
Success: Added move scald to slowbro
Success: Added move takedown to slowking
Success: Added move foulplay to slowbro
Success: Added move swagger to slowking
Success: Added move growl to slowbro
Success: Added move futuresight to slowbro
Success: Added move swift to slowbro
Success: Added move thunderpunch to slowking
Success: Added move tackle to slowking
Success: Added move trick to slowking
Success: Added move trickroom to slowking
Success: Added move waterfall to slowking
Success: Added move focusblast to slowbro
Success: Added move acidspray to slowkinggalar
Success: Added move rest to slowbro
Success: Added move hyperbeam to slowbro
Success: Added move lightscreen to slowbro
Success: Added move watergun to slowking
Success: Added move avalanche to slowkinggalar
Success: Added move yawn to slowking
Success: Added move acid to slowkinggalar
Success: Added move amnesia to slowkinggalar
Success: Added move blizzard to slowkinggalar
Success: Added move bodyslam to slowkinggalar
Success: Added move withdraw to slowbro
Success: Added move substitute to slowbro
Success: Added move headbutt to slowbro
Success: Added move irondefense to slowbro
Success: Added move curse to slowkinggalar
Success: Added move chillingwater to slowkinggalar
Success: Added move chillyreception to slowkinggalar
Success: Added move whirlpool to slowbro
Success: Added move fireblast to slowkinggalar
Success: Added move bulldoze to slowkinggalar
Success: Added move flamethrower to slowkinggalar
Success: Added move drainpunch to slowkinggalar
Success: Added move focusblast to slowkinggalar
Success: Added move fling to slowkinggalar
Success: Added move firepunch to slowkinggalar
Success: Added move bodyslam to slowbrogalar
Success: Added move earthquake to slowkinggalar
Success: Added move expandingforce to slowkinggalar
Success: Added move eeriespell to slowkinggalar
Success: Added move calmmind to slowkinggalar
Success: Added move gigaimpact to slowkinggalar
Success: Added move confusion to slowkinggalar
Success: Added move futuresight to slowkinggalar
Success: Added move gunkshot to slowkinggalar
Success: Added move icebeam to slowkinggalar
Success: Added move healpulse to slowkinggalar
Success: Added move hyperbeam to slowkinggalar
Success: Added move growl to slowkinggalar
Success: Added move hydropump to slowkinggalar
Success: Added move grassknot to slowkinggalar
Success: Added move hex to slowkinggalar
Success: Added move headbutt to slowkinggalar
Success: Added move helpinghand to slowkinggalar
Success: Added move eerieimpulse to magneton
Success: Added move tackle to slowkinggalar
Success: Added move helpinghand to magnemite
Success: Added move mudshot to slowkinggalar
Success: Added move icywind to slowkinggalar
Success: Added move nastyplot to slowkinggalar
Success: Added move lowsweep to slowkinggalar
Success: Added move imprison to slowkinggalar
Success: Added move lightscreen to slowkinggalar
Success: Added move muddywater to slowkinggalar
Success: Added move poisonjab to slowkinggalar
Success: Added move rest to slowkinggalar
Success: Added move acrobatics to doduo
Success: Added move psybeam to slowkinggalar
